C_V,best_n_M,best_n_V,best_p_M,best_p_V,best_r_M,best_r_V,best_R_MV,best_R_V_subscriber,best_R_V_retained,best_R_industry_net,best_residual_inf,best_method
450.0,198.0,1027.0,49.31311311944125,13.256076356131825,277.77777777777777,43.816942551119766,21516.587773622014,13613.990417747384,1861.3990417747384,23377.98681539675,2.2737367544323206e-13,default:least_squares
455.0,198.0,1027.0,49.04721111072874,13.292909143667172,275.25252525252523,44.30379746835443,21497.983721415858,13651.817690546186,1865.1817690546186,23363.165490470477,2.842170943040401e-14,default:least_squares
460.0,198.0,1028.0,48.78309791458352,13.316383290780394,272.72727272727275,44.74708171206226,21479.37120771756,13689.242022922244,1868.9242022922244,23348.29541000978,0.0,default:least_squares
465.0,198.0,1028.0,48.51743467030789,13.352419678002708,270.2020202020202,45.23346303501946,21460.110750809068,13726.287428986783,1872.6287428986784,23332.739493707748,0.0,default:least_squares
470.0,198.0,1028.0,48.251810192224916,13.388070641918521,267.67676767676767,45.719844357976655,21440.501375963548,13762.93661989224,1876.2936619892241,23316.795037952776,5.684341886080802e-14,default:least_squares
475.0,197.0,1029.0,48.18395473680532,13.420103373787382,266.497461928934,46.16132167152575,21420.596817615144,13809.286371627217,1880.9286371627218,23301.525454777864,0.0,default:least_squares
480.0,197.0,1030.0,47.91976884247457,13.441958561863844,263.9593908629442,46.60194174757281,21400.890048815272,13845.217318719759,1884.521731871976,23285.41178068725,0.0,default:least_squares
485.0,197.0,1030.0,47.653940996870325,13.476501185468864,261.4213197969543,47.0873786407767,21380.542975313092,13880.79622103293,1888.079622103293,23268.622597416383,2.2737367544323206e-13,default:least_squares
490.0,197.0,1030.0,47.38793920421523,13.510689519502069,258.88324873096445,47.57281553398058,21359.83320780882,13916.010205087132,1891.6010205087132,23251.434228317532,2.2737367544323206e-13,default:least_squares
495.0,197.0,1030.0,47.12171042395595,13.544530757848236,256.34517766497464,48.05825242718446,21338.75696604464,13950.866680583682,1895.0866680583683,23233.843634103003,0.0,default:least_squares
500.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
505.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
510.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
515.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
520.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
525.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
530.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
535.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
540.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
545.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
550.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
555.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
560.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
565.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
570.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
575.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
580.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
585.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
590.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
595.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
600.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
605.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
610.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
615.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
620.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
625.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
630.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
635.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
640.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
645.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
650.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
655.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
660.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
665.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
670.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
675.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
680.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
685.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
690.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
695.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
700.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
705.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
710.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
715.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
720.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
725.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
730.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
735.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
740.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
745.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
750.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
755.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
760.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
765.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
770.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
775.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
780.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
785.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
790.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
795.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
800.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
805.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
810.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
815.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
820.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
825.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
830.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
835.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
840.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
845.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
850.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
855.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
860.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
865.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
870.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
875.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
880.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
885.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
890.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
895.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
900.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
905.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
910.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
915.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
920.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
925.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
930.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
935.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
940.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
945.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
950.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
955.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
960.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
965.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
970.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
975.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
980.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
985.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
990.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
995.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,none
